gene_id,SRR10720198,SRR10720199,SRR10720203,SRR10720205
gene-YGR203W,176,147,210,200
gene-YGR204C-A,1,0,0,0
gene-YGR204W,5097,5155,7571,6217
gene-YGR205W,508,489,448,449
gene-YGR206W,143,127,114,145
gene-YGR207C,542,445,484,520
gene-YGR208W,379,364,359,352
gene-YGR209C,1723,1763,2917,2782
gene-YGR210C,1871,1880,2336,2141
gene-YGR211W,2187,2130,3877,3420
gene-YGR212W,280,231,334,277
gene-YGR213C,6,8,7,7
gene-YGR214W,2021,2201,2553,2057
gene-YGR215W,934,928,843,907
gene-YGR216C,839,807,799,633
gene-YGR217W,2124,2179,2009,1794
gene-YGR218W,2266,2206,2772,2506
gene-YGR220C,780,788,832,804
gene-YGR221C,436,412,548,450
gene-YGR222W,1372,1388,1652,1614
gene-YGR223C,1304,1345,1445,1373
gene-YGR224W,2,2,2,3
gene-YGR225W,36,33,40,31
gene-YGR227W,578,551,686,577
gene-YGR229C,3215,3104,3480,3009
gene-YGR230W,233,151,117,144
gene-YGR231C,2733,2306,3275,3002
gene-YGR232W,266,271,275,254
gene-YGR233C,4766,4654,4352,3605
gene-YGR234W,7249,6890,6322,6571
gene-YGR235C,924,773,837,788
gene-YGR236C,17,2,12,9
gene-YGR237C,2954,3227,3107,2574
gene-YGR238C,1932,1894,1636,1485
gene-YGR239C,463,402,490,485
gene-YGR240C,5360,5756,6533,5597
gene-YGR240C-A,0,0,0,0
gene-YGR241C,3828,3838,3939,3317
gene-YGR243W,301,243,549,559
gene-YGR244C,1422,1312,1610,1399
gene-YGR245C,2243,2311,1395,1294
gene-YGR246C,1413,1220,1314,1115
gene-YGR247W,409,449,338,327
gene-YGR248W,194,188,141,118
gene-YGR249W,438,644,126,155
gene-YGR250C,2644,2731,3564,3143
gene-YGR251W,637,616,592,515
gene-YGR252W,2594,2497,2555,2390
gene-YGR253C,1834,1654,1812,1965
gene-YGR254W,2782,3278,2473,2187
gene-YGR255C,896,826,892,775
gene-YGR256W,41,40,47,44
gene-YGR257C,833,752,787,844
gene-YGR258C,2660,2531,2703,2450
gene-YGR260W,1158,1156,982,824
gene-YGR261C,1462,1474,1664,1431
gene-YGR262C,1307,1377,1228,1264
gene-YGR263C,205,191,172,183
gene-YGR264C,1407,1322,1494,1439
gene-YGR266W,953,931,1012,901
gene-YGR267C,1339,1302,1305,1333
gene-YGR268C,827,828,823,796
gene-YGR270W,6211,6074,7232,6051
gene-YGR271C-A,819,760,584,555
gene-YGR271W,1563,1437,1836,1622
gene-YGR273C,0,0,0,0
gene-YGR274C,2747,2690,3023,2703
gene-YGR275W,1327,1313,1436,1350
gene-YGR276C,1016,1143,1000,971
gene-YGR277C,471,470,568,526
gene-YGR278W,885,756,831,751
gene-YGR279C,4828,4662,4767,3852
gene-YGR280C,3473,3369,2284,2156
gene-YGR281W,4606,4917,5279,4833
gene-YGR282C,1208,1245,1444,1301
gene-YGR283C,295,284,246,204
gene-YGR284C,413,340,558,483
gene-YGR285C,2362,2215,2378,2171
gene-YGR286C,585,594,472,364
gene-YGR287C,81,83,94,75
gene-YGR288W,268,270,261,245
gene-YGR289C,98,114,105,80
gene-YGR292W,2,2,5,1
gene-YGR294W,1,1,0,0
gene-YGR295C,131,117,146,120
gene-YGR296W,4,0,3,3
gene-YHL001W,549,686,601,644
gene-YHL002W,2151,2148,2361,2164
gene-YHL003C,577,449,577,552
gene-YHL004W,2521,2616,2620,2288
gene-YHL005C,4,1,2,3
gene-YHL006C,91,99,92,98
gene-YHL007C,4637,5498,5293,4170
gene-YHL008C,1641,1564,1799,1606
gene-YHL009C,701,690,697,735
gene-YHL009W-A,0,0,0,0
gene-YHL009W-B,4,9,7,4
gene-YHL010C,1493,1514,1783,1555
gene-YHL011C,694,647,592,536
gene-YHL012W,13,17,15,12
gene-YHL013C,1216,951,955,1015
gene-YHL014C,541,449,530,470
gene-YHL015W,4111,3970,5029,4564
gene-YHL015W-A,0,0,1,0
gene-YHL016C,236,278,247,261
gene-YHL017W,607,573,611,569
gene-YHL018W,256,261,212,182
gene-YHL019C,2186,2067,2199,1954
gene-YHL020C,5104,5307,3646,3462
gene-YHL021C,1186,1297,1242,1123
gene-YHL022C,101,89,35,37
gene-YHL023C,2918,2714,2853,2497
gene-YHL024W,197,181,292,204
gene-YHL025W,2319,2283,2009,1993
gene-YHL026C,141,153,112,120
gene-YHL027W,2679,2896,2552,2273
gene-YHL028W,4986,5140,3755,2578
gene-YHL029C,3074,2927,3072,2417
gene-YHL030W,1606,1635,2864,2278
gene-YHL031C,1284,1291,1416,1383
gene-YHL032C,412,399,430,409
gene-YHL033C,2958,2754,3002,2912
gene-YHL034C,3569,3635,3774,3628
gene-YHL035C,1223,732,1565,1621
gene-YHL036W,225,231,666,613
gene-YHL037C,5,7,16,12
gene-YHL038C,803,707,923,809
gene-YHL039W,590,687,467,453
gene-YHL040C,671,329,505,532
gene-YHL041W,11,9,5,4
gene-YHL042W,21,19,13,16
gene-YHL043W,1,0,1,0
gene-YHL044W,106,96,104,82
gene-YHL046C,0,5,6,2
gene-YHL047C,1215,646,554,580
gene-YHL048C-A,0,0,0,0
gene-YHL048W,189,204,185,52
gene-YHL049C,1,1,4,0
gene-YHL050C,154,180,193,52
gene-YHR001W,1198,1175,1008,1057
gene-YHR001W-A,236,203,171,170
gene-YHR002W,325,363,335,330
gene-YHR003C,693,649,557,546
gene-YHR004C,1099,1230,976,902
gene-YHR005C,1921,1811,2141,1953
gene-YHR005C-A,1975,1549,1501,1680
gene-YHR006W,2441,2405,2626,2193
gene-YHR007C,1035,1264,1102,1044
gene-YHR007C-A,26,26,29,32
gene-YHR008C,4091,4354,5091,4852
gene-YHR009C,2123,2359,2372,2012
gene-YHR010W,1019,852,1121,1116
gene-YHR011W,686,796,812,810
gene-YHR012W,1077,935,1243,1222
gene-YHR013C,1430,1212,1318,1413
gene-YHR014W,6,5,3,4
gene-YHR015W,31,27,31,27
gene-YHR016C,583,606,635,529
gene-YHR017W,849,877,808,793
gene-YHR018C,10538,11423,7741,7606
gene-YHR019C,1936,2204,1894,1653
gene-YHR020W,1287,1191,1298,1178
gene-YHR021C,453,427,587,581
gene-YHR021W-A,17,10,29,19
gene-YHR022C,37,33,74,66
gene-YHR022C-A,9,3,1,3
gene-YHR023W,5872,6008,6710,6017
gene-YHR024C,926,907,900,839
gene-YHR025W,1440,1418,1411,1296
gene-YHR026W,278,278,308,300
gene-YHR027C,5063,4762,6525,5706
gene-YHR028C,1556,1595,1792,1529
gene-YHR029C,456,458,620,655
gene-YHR030C,1150,1193,2054,1907
gene-YHR031C,758,679,612,546
gene-YHR032W,2274,2175,1994,1749
gene-YHR033W,99,87,109,72
gene-YHR034C,468,506,339,311
gene-YHR035W,317,312,282,278
gene-YHR036W,747,660,657,554
gene-YHR037W,1024,856,1059,972
gene-YHR038W,206,220,221,213
gene-YHR039C,1304,1221,1594,1352
gene-YHR039C-A,729,639,644,767
gene-YHR040W,1390,1394,1072,924
gene-YHR041C,146,138,174,171
gene-YHR042W,2723,2423,2386,2136
gene-YHR043C,217,172,218,207
gene-YHR044C,37,36,35,30
gene-YHR045W,579,597,685,660
gene-YHR046C,1310,1363,1226,1241
gene-YHR047C,921,945,905,896
gene-YHR048W,423,381,490,499
gene-YHR049W,858,899,1321,1170
gene-YHR050W,1030,824,1174,907
gene-YHR050W-A,20,16,25,32
gene-YHR051W,161,144,153,144
gene-YHR052W,1280,1245,1062,999
gene-YHR053C,0,0,0,0
gene-YHR054C,42,38,45,35
gene-YHR055C,12,30,17,21
gene-YHR056C,1407,1290,1444,1345
gene-YHR057C,349,331,366,368
gene-YHR058C,497,477,462,356
gene-YHR059W,259,289,297,314
gene-YHR060W,421,374,338,342
gene-YHR061C,510,489,593,486
gene-YHR062C,576,579,432,409
gene-YHR063C,526,521,547,481
gene-YHR064C,1155,1048,1033,934
gene-YHR065C,947,930,832,668
gene-YHR066W,1762,1648,1390,1165
gene-YHR067W,349,373,211,205
gene-YHR068W,1021,1047,1359,1143
gene-YHR069C,569,580,468,458
gene-YHR070W,1742,1785,1572,1255
gene-YHR071W,1171,1154,1154,1137
gene-YHR072W,2020,2026,1938,1744
gene-YHR072W-A,814,811,683,868
gene-YHR073W,2870,3009,3111,2589
gene-YHR074W,730,724,792,614
gene-YHR075C,399,388,413,430
gene-YHR076W,1012,874,901,847
gene-YHR077C,2870,2813,3142,2903
gene-YHR078W,301,280,300,291
gene-YHR079C,1667,1533,1610,1413
gene-YHR079C-A,1,0,1,1
gene-YHR080C,2858,2767,3130,2669
gene-YHR081W,3076,2901,2389,2408
gene-YHR082C,4132,4280,5695,4871
gene-YHR083W,818,822,897,961
gene-YHR084W,2261,2047,2491,2219
gene-YHR085W,496,415,366,360
gene-YHR086W,1117,1342,1300,1080
gene-YHR086W-A,1,2,0,0
gene-YHR087W,42,50,67,65
gene-YHR088W,3503,3409,2435,2388
gene-YHR089C,2169,1971,1619,1534
gene-YHR090C,718,676,675,639
gene-YHR091C,1161,1497,1371,1080
gene-YHR092C,337,316,97,72
gene-YHR093W,0,0,0,1
gene-YHR094C,1460,1330,1754,1537
gene-YHR096C,6,9,12,9
gene-YHR097C,1308,1178,1544,1548
gene-YHR098C,2970,2815,3554,2987
gene-YHR099W,7376,7302,8103,7018
gene-YHR100C,138,106,130,108
gene-YHR101C,170,209,194,187
gene-YHR102W,6594,6321,6693,5687
gene-YHR103W,2493,2425,2451,2113
gene-YHR104W,706,617,1238,1143
gene-YHR105W,361,333,386,320
gene-YHR106W,341,317,328,281
gene-YHR107C,1085,1134,1205,1100
gene-YHR108W,2794,2365,3459,2977
gene-YHR109W,294,282,315,247
gene-YHR110W,1022,964,1370,1424
gene-YHR111W,944,845,1013,932
gene-YHR112C,339,298,446,371
gene-YHR113W,710,659,754,633
gene-YHR114W,2902,2914,2893,2654
gene-YHR115C,1616,1511,1720,1476
gene-YHR116W,716,705,733,697
gene-YHR117W,1270,1084,1318,1193
gene-YHR118C,1041,1025,1063,1045
gene-YHR119W,2363,2353,2955,2480
gene-YHR120W,437,410,395,399
gene-YHR121W,682,531,603,639
gene-YHR122W,345,357,382,382
gene-YHR123W,1142,1226,1098,919
gene-YHR124W,38,28,32,22
gene-YHR125W,0,0,0,0
gene-YHR126C,1,1,0,0
gene-YHR127W,1003,901,1091,1053
gene-YHR128W,2004,1839,1720,1609
gene-YHR129C,416,376,349,345
gene-YHR130C,6,1,7,6
gene-YHR131C,1871,1759,2007,1722
gene-YHR132C,929,889,866,822
gene-YHR132W-A,403,292,338,400
gene-YHR133C,258,244,237,232
gene-YHR134W,1012,1004,982,908
gene-YHR135C,9852,9628,10510,8923
gene-YHR136C,474,440,302,295
gene-YHR137W,647,812,1151,1645
gene-YHR138C,162,149,208,220
gene-YHR139C,22,17,7,4
gene-YHR139C-A,1,3,3,2
gene-YHR140W,18,23,17,16
gene-YHR141C,444,519,495,546
gene-YHR142W,398,416,498,494
gene-YHR143W,4643,4975,3846,2860
gene-YHR143W-A,3947,3792,4281,4596
gene-YHR144C,426,402,457,465
gene-YHR146W,2046,1672,1910,1762
gene-YHR147C,506,472,565,538
gene-YHR148W,664,574,476,436
gene-YHR149C,1449,1414,1704,1541
gene-YHR150W,481,433,497,457
gene-YHR151C,739,748,729,587
gene-YHR152W,2685,2609,2619,2463
gene-YHR153C,23,15,35,35
gene-YHR154W,2191,1989,2861,2606
gene-YHR155W,1389,1301,1518,1288
gene-YHR156C,465,375,436,414
gene-YHR157W,27,33,28,34
gene-YHR158C,3745,3642,4153,3451
gene-YHR159W,907,835,889,885
gene-YHR160C,15,8,11,5
gene-YHR161C,4093,4132,4662,3991
gene-YHR162W,1415,1160,1447,1638
gene-YHR163W,455,456,573,648
gene-YHR164C,1675,1555,2076,1798
gene-YHR165C,9878,9806,9883,8246
gene-YHR166C,505,533,563,512
gene-YHR167W,340,368,291,284
gene-YHR168W,688,700,581,490
gene-YHR169W,822,815,687,689
gene-YHR170W,2504,2554,2156,2083
gene-YHR171W,600,462,710,702
gene-YHR172W,1258,1207,1420,1209
gene-YHR173C,7,2,3,2
gene-YHR174W,7239,7069,9665,9215
gene-YHR175W,499,407,421,435
gene-YHR175W-A,19,6,8,10
gene-YHR176W,381,380,440,386
gene-YHR177W,606,640,656,531
gene-YHR178W,620,587,689,588
gene-YHR179W,29557,28136,33211,33730
gene-YHR180W,40,32,23,27
gene-YHR181W,759,757,781,786
gene-YHR182W,866,824,789,690
gene-YHR183W,1399,1523,2262,2240
gene-YHR184W,46,44,43,38
gene-YHR185C,0,1,2,3
gene-YHR186C,2765,2526,2916,2478
gene-YHR187W,505,455,476,448
gene-YHR188C,1040,915,1063,940
gene-YHR189W,190,176,201,182
gene-YHR190W,1199,1182,1299,1137
gene-YHR191C,988,873,900,971
gene-YHR192W,542,599,536,535
gene-YHR193C,3076,2921,2554,2728
gene-YHR194W,456,516,526,458
gene-YHR195W,1278,1219,1053,1075
gene-YHR196W,1635,1689,1551,1399
gene-YHR197W,927,1008,762,667
gene-YHR198C,278,306,352,302
gene-YHR199C,1021,1035,1454,1505
gene-YHR199C-A,302,322,241,234
gene-YHR200W,1705,1418,1808,1632
gene-YHR201C,2673,2823,2882,2708
gene-YHR202W,189,150,115,131
gene-YHR203C,1965,1720,2077,2078
gene-YHR204W,1136,1098,1274,1076
gene-YHR205W,4167,4569,4836,3825
gene-YHR206W,2607,2502,2416,2014
gene-YHR207C,1256,1148,1112,1094
gene-YHR208W,10638,10546,7756,6588
gene-YHR209W,73,65,111,103
gene-YHR210C,54,48,39,39
gene-YHR211W,263,282,313,222
gene-YHR212W-A,0,0,0,0
gene-YHR213W,0,0,0,0
gene-YHR213W-A,0,0,0,0
gene-YHR213W-B,0,0,0,0
gene-YHR214C-B,308,299,443,407
gene-YHR214C-C,0,0,0,0
gene-YHR214C-D,0,0,0,0
gene-YHR214C-E,3,4,7,5
gene-YHR214W,5,4,2,4
gene-YHR215W,343,335,226,196
gene-YHR216W,710,912,646,621
gene-YHR218W,8,5,4,9
gene-YHR219W,57,48,51,50
gene-YIL001W,527,502,535,477
gene-YIL002C,1175,1079,1334,1237
gene-YIL002W-A,705,275,453,564
gene-YIL003W,268,224,281,251
gene-YIL004C,569,486,526,503
gene-YIL005W,1747,1831,2119,1781
gene-YIL006W,737,782,762,666
gene-YIL007C,209,221,210,206
gene-YIL008W,497,457,362,486
gene-YIL009C-A,526,502,541,514
gene-YIL009W,833,773,878,867
gene-YIL010W,337,358,358,378
gene-YIL011W,38,42,37,17
gene-YIL012W,3,2,3,4
gene-YIL013C,198,189,193,167
gene-YIL014C-A,122,73,95,122
gene-YIL014W,963,954,1012,961
gene-YIL015W,48,39,40,25
gene-YIL016W,229,214,177,229
gene-YIL017C,627,711,759,628
gene-YIL018W,843,748,925,906
gene-YIL019W,954,956,636,581
gene-YIL020C,588,561,349,291
gene-YIL021W,1984,1958,1607,1490
gene-YIL022W,6415,6605,7299,6606
gene-YIL023C,372,359,419,354
gene-YIL024C,51,42,74,58
gene-YIL026C,1753,1605,2446,2038
gene-YIL027C,286,254,251,250
gene-YIL029C,75,62,67,74
gene-YIL030C,2076,2072,2610,2245
gene-YIL031W,2140,2185,2306,1852
gene-YIL033C,2305,2471,2490,2075
gene-YIL034C,2215,2309,2721,2424
gene-YIL035C,2400,2200,2745,2549
gene-YIL036W,4210,4606,4459,3852
gene-YIL037C,10,7,14,5
gene-YIL038C,3559,3558,3941,3436
gene-YIL039W,614,511,545,506
gene-YIL040W,797,752,782,768
gene-YIL041W,1275,1249,1440,1317
gene-YIL042C,1348,1371,1356,1073
gene-YIL043C,695,657,638,674
gene-YIL044C,1206,1018,1107,1125
gene-YIL045W,1107,1126,1108,1134
gene-YIL046W,1646,1505,1637,1509
gene-YIL046W-A,63,58,43,47
gene-YIL047C,2086,2166,2121,1702
gene-YIL048W,1010,1014,1113,1011
gene-YIL049W,181,142,209,197
gene-YIL050W,1615,1803,1579,1592
gene-YIL051C,2311,2402,3493,3761
gene-YIL052C,771,646,825,870
gene-YIL053W,5177,5294,6879,6775
gene-YIL054W,0,0,0,0
gene-YIL055C,473,476,622,493
gene-YIL056W,2350,2505,2437,2323
gene-YIL057C,6,2,2,2
gene-YIL060W,0,0,1,0
gene-YIL061C,743,742,651,602
gene-YIL062C,1210,1653,1507,1424
gene-YIL063C,2755,2523,2656,2618
gene-YIL064W,259,231,191,210
gene-YIL065C,325,294,278,315
gene-YIL066C,53,51,73,55
gene-YIL067C,440,436,469,413
gene-YIL068C,1354,1202,1451,1250
gene-YIL069C,963,893,938,1004
gene-YIL070C,1252,1176,1270,1136
gene-YIL071C,600,501,564,615
gene-YIL072W,27,19,22,11
gene-YIL073C,20,34,16,22
gene-YIL074C,400,360,546,491
gene-YIL075C,4841,4286,6426,5517
gene-YIL076W,608,479,588,599
gene-YIL077C,804,803,710,745
gene-YIL078W,3463,3418,3385,3072
gene-YIL079C,1089,939,946,745
gene-YIL082W-A,852,831,960,799
gene-YIL083C,298,307,288,313
gene-YIL084C,707,672,663,625
gene-YIL085C,761,731,747,658
gene-YIL086C,2,0,2,0
gene-YIL087C,130,129,132,141
gene-YIL088C,1361,1271,1270,1126
gene-YIL089W,34,30,33,31
gene-YIL090W,640,707,622,572
gene-YIL091C,3066,2922,2252,2238
gene-YIL092W,856,781,708,713
gene-YIL093C,1797,1566,1597,1537
gene-YIL094C,873,752,999,901
gene-YIL095W,1511,1381,1583,1390
gene-YIL096C,203,207,221,184
gene-YIL097W,539,460,484,428
gene-YIL098C,607,564,613,616
gene-YIL099W,38,29,81,52
gene-YIL101C,567,623,751,499
gene-YIL102C,0,0,0,0
gene-YIL102C-A,53,63,67,53
gene-YIL103W,398,400,367,314
gene-YIL104C,807,795,731,595
gene-YIL105C,3511,3505,3582,3144
gene-YIL105W-A,0,0,0,0
gene-YIL106W,1155,1144,1027,1037
gene-YIL107C,425,410,468,414
gene-YIL108W,2120,2193,3170,2833
gene-YIL109C,5988,6031,7020,5868
gene-YIL110W,538,445,431,386
gene-YIL111W,952,878,709,753
gene-YIL112W,4800,4897,4994,4455
gene-YIL113W,224,199,196,188
gene-YIL114C,221,235,240,278
gene-YIL115C,2451,2628,2724,2389
gene-YIL116W,1393,1427,1594,1643
gene-YIL117C,259,271,674,618
gene-YIL118W,2608,2630,2665,2503
gene-YIL119C,1626,1673,724,648
gene-YIL120W,186,178,137,117
gene-YIL121W,1339,1413,1041,919
gene-YIL122W,470,477,484,440
gene-YIL123W,3674,3904,4264,3184
gene-YIL124W,446,399,430,420
gene-YIL125W,1382,1419,1594,1345
gene-YIL126W,9393,9153,10806,9314
gene-YIL127C,1872,1757,1429,1464
gene-YIL128W,1474,1423,1675,1323
gene-YIL129C,3590,3321,4364,3890
gene-YIL130W,5571,5430,5609,4934
gene-YIL131C,1081,1029,991,914
gene-YIL132C,99,109,122,104
gene-YIL133C,1081,957,1137,1171
gene-YIL134C-A,0,1,4,1
gene-YIL134W,465,430,441,419
gene-YIL135C,2180,2201,2253,1960
gene-YIL136W,1950,2062,1533,1521
gene-YIL137C,2898,2725,3059,2588
gene-YIL138C,1774,1781,1679,1704
gene-YIL139C,258,227,255,275
gene-YIL140W,805,870,1319,1023
gene-YIL142W,3241,3638,3917,3355
gene-YIL143C,2602,2615,3225,2884
gene-YIL144W,3453,3224,4010,3540
gene-YIL145C,1190,1104,1049,1104
gene-YIL146C,330,357,301,252
gene-YIL147C,3341,3350,4022,3492
gene-YIL148W,548,565,634,630
gene-YIL149C,7831,7567,7986,7389
gene-YIL150C,1112,997,1123,955
gene-YIL151C,1739,1718,1897,1545
gene-YIL152W,516,486,445,416
gene-YIL153W,808,768,793,706
gene-YIL154C,1565,1451,1283,1395
gene-YIL155C,1573,1558,1934,1459
gene-YIL156W,2009,1906,2040,1681
gene-YIL156W-B,280,256,289,278
gene-YIL157C,633,620,649,557
gene-YIL158W,1029,1046,868,856
gene-YIL159W,1290,1123,1681,1341
gene-YIL160C,7,3,8,5
gene-YIL161W,2104,2276,1916,1818
gene-YIL162W,303,320,309,272
gene-YIL163C,7,3,10,7
gene-YIL164C,107,132,98,97
gene-YIL165C,69,61,46,53
gene-YIL166C,78,66,103,88
gene-YIL169C,26,26,53,37
gene-YIL170W,6,2,5,2
gene-YIL171W,1,0,0,1
gene-YIL172C,0,0,0,1
gene-YIL173W,2,1,2,3
gene-YIL174W,0,0,0,0
gene-YIL175W,0,0,0,0
gene-YIL176C,0,0,0,0
gene-YIL177C,2,5,5,0
gene-YIR001C,826,745,722,717
gene-YIR002C,1718,1628,1720,1568
gene-YIR003W,2238,2279,2196,1909
gene-YIR004W,1905,1827,1899,1861
gene-YIR005W,174,149,182,177
gene-YIR006C,8901,8934,10415,8285
gene-YIR007W,721,735,787,719
gene-YIR008C,349,315,335,317
gene-YIR009W,928,867,928,994
gene-YIR010W,2668,2618,2482,2379
gene-YIR011C,2489,2318,2586,2487
gene-YIR012W,1551,1395,1326,1211
gene-YIR013C,3,11,6,5
gene-YIR014W,573,564,562,465
gene-YIR015W,1292,1332,1246,1067
gene-YIR016W,426,413,389,329
gene-YIR017C,448,444,1131,1267
gene-YIR018C-A,6,3,9,8
gene-YIR018W,556,481,630,665
gene-YIR019C,301,376,344,246
gene-YIR020C,0,0,0,0
gene-YIR021W,289,291,262,249
gene-YIR021W-A,4,0,0,2
gene-YIR022W,261,287,240,240
gene-YIR023W,5396,5369,5586,4912
gene-YIR024C,614,593,594,614
gene-YIR025W,936,844,962,973
gene-YIR026C,543,444,327,322
gene-YIR027C,5,7,8,7
gene-YIR028W,13,9,8,8
gene-YIR029W,260,266,266,252
gene-YIR030C,120,90,127,121
gene-YIR031C,442,401,519,482
gene-YIR032C,30,39,19,24
gene-YIR033W,2995,2903,2306,2037
gene-YIR034C,727,749,702,549
gene-YIR035C,407,397,352,300
gene-YIR036C,346,359,310,320
gene-YIR037W,157,150,119,131
gene-YIR038C,186,171,240,181
gene-YIR039C,72,74,92,47
gene-YIR041W,0,0,1,0
gene-YIR042C,58,90,18,4
gene-YJL001W,692,589,746,728
gene-YJL002C,2258,1856,2650,2284
gene-YJL003W,186,139,164,166
gene-YJL004C,486,444,495,513
gene-YJL005W,4807,4403,5051,4379
gene-YJL006C,472,465,510,432
gene-YJL007C,0,0,0,0
gene-YJL008C,1835,1834,2207,1962
gene-YJL010C,1039,800,762,699
gene-YJL011C,244,180,188,175
gene-YJL012C,4801,4741,4110,3428
gene-YJL013C,719,635,779,713
gene-YJL014W,2438,2242,2848,2537
gene-YJL016W,535,545,557,454
gene-YJL019W,1034,931,1133,1078
gene-YJL020C,5362,5597,5983,4825
gene-YJL023C,152,124,130,111
gene-YJL024C,777,758,706,836
gene-YJL025W,522,459,483,394
gene-YJL026W,927,1075,1183,1113
gene-YJL027C,0,0,0,0
gene-YJL028W,1,3,2,1
gene-YJL029C,2033,1984,2124,1868
gene-YJL030W,645,629,627,632
gene-YJL031C,616,627,808,708
gene-YJL033W,1942,1890,1304,1293
gene-YJL034W,2804,2505,5717,5062
gene-YJL035C,135,127,136,120
gene-YJL036W,2190,2093,2282,2103
gene-YJL037W,17,21,12,13
gene-YJL038C,17,12,14,10
gene-YJL039C,2208,2153,2331,2071
gene-YJL041W,4003,3900,4295,3747
gene-YJL042W,5457,6132,5587,4417
gene-YJL043W,4,7,9,8
gene-YJL044C,1229,1328,1218,1056
gene-YJL045W,20,19,15,24
gene-YJL046W,567,536,650,600
gene-YJL047C,837,769,803,705
gene-YJL047C-A,11,2,17,18
gene-YJL048C,2231,2376,1837,1529
gene-YJL049W,935,922,982,943
gene-YJL050W,2581,2641,2223,1925
gene-YJL051W,1668,1661,1632,1492
gene-YJL052C-A,0,0,0,1
gene-YJL052W,1508,1850,1109,975
gene-YJL053W,688,623,761,669
gene-YJL054W,1154,1251,1207,1057
gene-YJL055W,2646,2498,2326,2378
gene-YJL056C,8304,6976,4551,3957
gene-YJL057C,1028,932,1252,1197
gene-YJL058C,549,551,584,537
gene-YJL059W,146,182,205,152
gene-YJL060W,513,441,780,728
gene-YJL061W,1795,1629,1970,1710
gene-YJL062W,699,731,793,656
gene-YJL062W-A,1277,1142,1251,1196
gene-YJL063C,1234,1171,1189,1205
gene-YJL065C,871,817,772,879
gene-YJL066C,880,848,1053,912
gene-YJL068C,362,332,370,370
gene-YJL069C,1986,1590,1605,1467
gene-YJL070C,514,531,560,526
gene-YJL071W,507,551,606,567
gene-YJL072C,905,946,1010,1002
gene-YJL073W,1951,1839,2368,2082
gene-YJL074C,1591,1304,1931,1725
gene-YJL076W,4732,5070,4948,4095
gene-YJL077C,7,6,9,10
gene-YJL077W-A,107,103,86,108
gene-YJL077W-B,16,25,26,25
gene-YJL078C,9978,10934,9346,6718
gene-YJL079C,2354,2385,1843,1195
gene-YJL080C,2766,2756,3208,2725
gene-YJL081C,1451,1459,1499,1398
gene-YJL082W,3633,3534,3043,2659
gene-YJL083W,1692,1729,1899,1551
gene-YJL084C,1744,1753,1765,1567
gene-YJL085W,553,521,635,548
gene-YJL087C,887,844,906,857
gene-YJL088W,226,232,118,156
gene-YJL089W,27,31,49,48
gene-YJL090C,885,858,933,759
gene-YJL091C,439,382,441,369
gene-YJL092W,2369,2177,2651,2415
gene-YJL093C,772,761,817,725
gene-YJL094C,847,724,1028,941
gene-YJL095W,2289,2190,2657,2118
gene-YJL096W,612,598,684,629
gene-YJL097W,147,190,185,185
gene-YJL098W,2994,3002,2713,2597
gene-YJL099W,756,684,854,794
gene-YJL100W,1601,1535,1559,1396
gene-YJL101C,11895,11377,15348,14101
gene-YJL102W,446,490,620,496
gene-YJL103C,282,309,412,296
gene-YJL104W,3812,3751,3568,3650
gene-YJL105W,26,22,23,17
gene-YJL106W,77,93,128,103
gene-YJL107C,100,81,236,177
gene-YJL108C,25,17,40,25
gene-YJL109C,2588,2525,2409,2219
gene-YJL110C,2449,2380,2372,2151
gene-YJL111W,3381,3379,3910,3355
gene-YJL112W,858,904,911,867
gene-YJL113W,136,132,156,109
gene-YJL114W,6,8,14,4
gene-YJL115W,3193,3427,5064,4583
gene-YJL116C,28,32,52,35
gene-YJL117W,1627,1766,1450,1285
gene-YJL118W,330,359,363,295
gene-YJL121C,551,599,576,541
gene-YJL122W,1657,1481,1030,1062
gene-YJL123C,4536,4745,4779,4692
gene-YJL124C,1346,1202,1342,1349
gene-YJL125C,1054,1065,844,740
gene-YJL126W,80,57,87,85
gene-YJL127C,1309,1384,1407,1073
gene-YJL127C-B,179,286,233,211
gene-YJL128C,3628,3515,3798,3333
gene-YJL129C,3465,3044,3508,3060
gene-YJL130C,6995,7066,8801,7510
gene-YJL131C,764,724,727,704
gene-YJL132W,448,344,386,366
gene-YJL133C-A,650,585,1111,1256
gene-YJL133W,754,812,885,756
gene-YJL134W,334,297,350,322
gene-YJL136C,1760,1654,1914,2018
gene-YJL136W-A,1,1,0,0
gene-YJL137C,286,257,350,284
gene-YJL138C,1134,1081,1166,1063
gene-YJL139C,539,465,515,500
gene-YJL140W,2510,2384,2715,2906
gene-YJL141C,5199,5230,4064,3539
gene-YJL143W,937,773,886,909
gene-YJL144W,915,985,3636,3967
gene-YJL145W,1166,1003,1205,1274
gene-YJL146W,1236,1296,1113,1110
gene-YJL147C,439,332,359,311
gene-YJL148W,1852,1679,1541,1509
gene-YJL149W,1203,1004,1318,1117
gene-YJL151C,1166,940,977,973
gene-YJL153C,5814,5241,788,580
gene-YJL154C,2323,2274,2714,2382
gene-YJL155C,839,896,1055,901
gene-YJL156C,1816,1589,1816,1592
gene-YJL157C,1834,1537,2141,1809
gene-YJL158C,4116,4046,4358,3937
gene-YJL159W,24491,23929,40256,31500
gene-YJL160C,29,28,21,32
gene-YJL161W,81,78,62,68
