gene_id,SRR10720198,SRR10720199,SRR10720203,SRR10720205
gene-YJL205C,221,205,241,230
gene-YJL206C,381,352,343,275
gene-YJL207C,3244,2993,3614,3234
gene-YJL208C,1211,1144,1132,1033
gene-YJL209W,1107,1213,1059,954
gene-YJL210W,282,287,307,259
gene-YJL212C,676,1013,1396,1050
gene-YJL213W,370,292,402,406
gene-YJL214W,195,158,162,164
gene-YJL216C,47,53,52,43
gene-YJL217W,107,82,89,95
gene-YJL218W,23,33,31,37
gene-YJL219W,6,4,2,4
gene-YJL221C,0,0,0,0
gene-YJL222W,1,5,3,5
gene-YJL223C,0,0,0,0
gene-YJL225C,12,2,5,2
gene-YJR001W,957,1037,1110,1086
gene-YJR002W,3472,3294,2681,2540
gene-YJR003C,1008,921,992,881
gene-YJR004C,3202,3131,2434,1913
gene-YJR005C-A,3,5,18,36
gene-YJR005W,785,814,925,802
gene-YJR006W,890,886,1267,1086
gene-YJR007W,1954,1787,1867,1787
gene-YJR008W,926,1001,428,379
gene-YJR009C,7007,8729,10165,10271
gene-YJR010C-A,61,56,61,39
gene-YJR010W,259,216,732,529
gene-YJR011C,271,242,216,245
gene-YJR012C,145,138,127,130
gene-YJR013W,621,573,590,615
gene-YJR014W,3341,3172,3087,3409
gene-YJR015W,1412,1188,1428,1077
gene-YJR016C,3530,4443,3373,2767
gene-YJR017C,656,611,621,569
gene-YJR019C,464,417,311,304
gene-YJR021C,701,721,657,595
gene-YJR022W,439,351,318,439
gene-YJR024C,312,407,321,330
gene-YJR025C,767,720,631,613
gene-YJR026W,0,0,0,0
gene-YJR027W,28,25,20,28
gene-YJR028W,0,0,0,0
gene-YJR029W,10,12,16,15
gene-YJR030C,529,606,797,687
gene-YJR031C,1257,1127,1299,1194
gene-YJR032W,600,567,594,611
gene-YJR033C,1564,1389,1726,1498
gene-YJR034W,199,167,213,242
gene-YJR035W,1531,1450,1626,1338
gene-YJR036C,622,576,679,615
gene-YJR039W,682,677,692,631
gene-YJR040W,549,565,682,603
gene-YJR041C,1425,1480,1260,1009
gene-YJR042W,3179,3131,3178,3068
gene-YJR043C,969,873,1167,1086
gene-YJR044C,974,965,1067,975
gene-YJR045C,8892,8919,15711,14201
gene-YJR046W,967,973,1693,1584
gene-YJR047C,30,21,9,8
gene-YJR048W,211,201,155,168
gene-YJR049C,829,721,788,718
gene-YJR050W,643,704,645,654
gene-YJR051W,623,553,633,529
gene-YJR052W,846,745,791,800
gene-YJR053W,824,856,863,730
gene-YJR054W,598,569,747,675
gene-YJR055W,227,200,175,183
gene-YJR056C,1154,1162,1343,1278
gene-YJR057W,380,355,427,446
gene-YJR058C,328,303,315,351
gene-YJR059W,5304,5415,4992,4571
gene-YJR060W,4405,4021,3812,3461
gene-YJR061W,232,183,170,160
gene-YJR062C,856,767,967,881
gene-YJR063W,521,488,389,411
gene-YJR064W,1826,1737,2062,1776
gene-YJR065C,1466,1380,1499,1439
gene-YJR066W,4509,4547,5021,4407
gene-YJR067C,741,676,584,712
gene-YJR068W,887,847,861,774
gene-YJR069C,429,453,470,404
gene-YJR070C,2047,2266,1730,1680
gene-YJR072C,983,864,976,841
gene-YJR073C,1802,1914,1098,1107
gene-YJR074W,694,699,603,606
gene-YJR075W,1514,1305,1299,1131
gene-YJR076C,2926,2928,3197,2911
gene-YJR077C,902,889,895,803
gene-YJR078W,52,47,41,46
gene-YJR079W,3,5,2,2
gene-YJR080C,457,466,449,416
gene-YJR082C,745,791,619,651
gene-YJR083C,674,585,593,538
gene-YJR084W,880,754,821,824
gene-YJR085C,341,399,380,324
gene-YJR086W,869,833,843,876
gene-YJR088C,1701,1678,2009,1788
gene-YJR089W,1395,1289,1339,1184
gene-YJR090C,3155,3030,3670,3375
gene-YJR091C,7622,8037,8305,6969
gene-YJR092W,6118,6100,5837,5086
gene-YJR093C,1093,1023,1018,904
gene-YJR094C,338,320,325,267
gene-YJR094W-A,691,691,727,708
gene-YJR095W,9,17,26,21
gene-YJR096W,271,329,249,247
gene-YJR097W,422,380,409,381
gene-YJR098C,405,408,388,325
gene-YJR099W,523,473,463,406
gene-YJR100C,565,494,510,480
gene-YJR101W,584,814,585,581
gene-YJR102C,258,200,202,178
gene-YJR103W,1325,1529,1260,1086
gene-YJR104C,6872,6987,6845,7703
gene-YJR105W,2706,2461,2339,2183
gene-YJR106W,555,558,626,424
gene-YJR107W,257,267,286,202
gene-YJR108W,36,46,31,44
gene-YJR109C,5114,5859,3331,3345
gene-YJR110W,897,968,955,853
gene-YJR111C,786,750,593,551
gene-YJR112W,446,395,354,350
gene-YJR112W-A,154,131,141,138
gene-YJR113C,776,691,605,694
gene-YJR115W,256,279,150,151
gene-YJR116W,427,411,369,373
gene-YJR117W,1233,1170,2154,1812
gene-YJR118C,169,156,203,213
gene-YJR119C,319,248,276,237
gene-YJR120W,55,42,52,58
gene-YJR121W,2262,2247,2147,1933
gene-YJR122W,2844,2892,3838,3593
gene-YJR123W,2861,2652,2862,2962
gene-YJR124C,260,272,292,239
gene-YJR125C,3726,3220,3997,4073
gene-YJR126C,3218,3541,3459,3074
gene-YJR127C,7667,8379,6366,4970
gene-YJR128W,5,7,3,3
gene-YJR129C,344,359,254,226
gene-YJR130C,879,875,854,752
gene-YJR131W,951,961,1144,1050
gene-YJR132W,1132,1035,1033,1013
gene-YJR133W,704,529,471,437
gene-YJR134C,1699,1528,1916,1839
gene-YJR135C,401,365,354,335
gene-YJR135W-A,92,98,95,91
gene-YJR136C,363,307,304,297
gene-YJR137C,882,990,1539,1176
gene-YJR138W,3249,3224,3097,2812
gene-YJR139C,596,729,743,653
gene-YJR140C,1267,1209,1218,1134
gene-YJR141W,73,66,64,76
gene-YJR142W,590,565,611,626
gene-YJR143C,604,567,723,585
gene-YJR144W,1301,1239,1272,1179
gene-YJR145C,1035,1040,1155,1132
gene-YJR146W,20,9,20,13
gene-YJR147W,1938,2001,1924,1738
gene-YJR148W,1031,934,1064,1057
gene-YJR149W,135,98,94,76
gene-YJR150C,0,0,0,0
gene-YJR151C,954,1018,1140,790
gene-YJR151W-A,0,0,0,0
gene-YJR152W,111,93,114,91
gene-YJR153W,15,18,12,7
gene-YJR154W,253,208,235,245
gene-YJR155W,111,172,126,106
gene-YJR156C,18,6,15,14
gene-YJR158W,0,0,0,0
gene-YJR159W,1,1,3,1
gene-YJR160C,6,2,3,1
gene-YJR161C,44,40,53,35
gene-YKL001C,212,164,372,336
gene-YKL002W,1084,1032,1083,1146
gene-YKL003C,965,975,977,1104
gene-YKL004W,1070,1009,1104,860
gene-YKL005C,870,820,684,702
gene-YKL006C-A,112,93,106,107
gene-YKL006W,738,697,837,750
gene-YKL007W,1389,1307,1622,1672
gene-YKL008C,455,410,442,420
gene-YKL009W,1374,1273,1249,1203
gene-YKL010C,2614,2606,3403,3063
gene-YKL011C,285,303,234,215
gene-YKL012W,2233,2366,2296,2020
gene-YKL013C,586,627,610,635
gene-YKL014C,2606,2569,2006,1921
gene-YKL015W,1290,1199,1413,1145
gene-YKL016C,555,445,453,424
gene-YKL017C,510,490,553,507
gene-YKL018C-A,756,709,729,771
gene-YKL018W,881,865,1010,817
gene-YKL019W,382,383,351,337
gene-YKL020C,4245,4310,4507,3634
gene-YKL021C,1567,1536,1074,1116
gene-YKL022C,1528,1820,1554,1337
gene-YKL023C-A,269,388,244,241
gene-YKL023W,1900,1856,1816,1713
gene-YKL024C,202,206,168,150
gene-YKL025C,2694,2528,2899,2259
gene-YKL026C,29,22,17,30
gene-YKL027W,2253,1763,1650,1426
gene-YKL028W,2703,2561,2797,2447
gene-YKL029C,4324,4727,3041,2679
gene-YKL032C,16014,15766,16629,13849
gene-YKL033W,582,571,592,597
gene-YKL033W-A,731,746,703,731
gene-YKL034W,1081,988,1230,1099
gene-YKL035W,2890,3344,3468,2984
gene-YKL037W,18,21,36,34
gene-YKL038W,3244,3511,3433,2687
gene-YKL039W,1319,1094,1604,1471
gene-YKL040C,1197,1192,1302,1391
gene-YKL041W,1268,1113,1191,1252
gene-YKL042W,484,456,535,454
gene-YKL043W,17080,16489,14470,13116
gene-YKL044W,2914,2628,2503,2384
gene-YKL045W,1261,1265,1574,1483
gene-YKL046C,868,910,1080,951
gene-YKL047W,526,493,455,399
gene-YKL048C,710,751,695,606
gene-YKL049C,1607,1285,1411,1465
gene-YKL050C,450,468,465,389
gene-YKL051W,512,643,914,819
gene-YKL052C,2055,2114,2039,2092
gene-YKL053C-A,280,258,224,326
gene-YKL054C,12087,12917,13972,11439
gene-YKL055C,221,302,275,219
gene-YKL056C,1192,1108,1201,1186
gene-YKL057C,1645,1921,1912,1510
gene-YKL058W,333,331,348,359
gene-YKL059C,1086,1063,1077,981
gene-YKL060C,7676,7716,7941,7490
gene-YKL061W,474,411,456,405
gene-YKL062W,1663,1593,1094,788
gene-YKL063C,1262,1242,1374,1254
gene-YKL064W,2364,2688,2454,1998
gene-YKL065C,498,516,599,620
gene-YKL065W-A,11,3,7,5
gene-YKL067W,1238,1177,1322,1290
gene-YKL068W,5120,4965,6172,5375
gene-YKL068W-A,405,408,406,392
gene-YKL069W,429,387,432,415
gene-YKL070W,19,18,32,28
gene-YKL071W,370,360,772,623
gene-YKL072W,965,993,930,881
gene-YKL073W,914,865,890,802
gene-YKL074C,2537,2521,2196,2018
gene-YKL075C,879,746,1004,900
gene-YKL077W,602,610,625,605
gene-YKL078W,304,265,154,184
gene-YKL079W,2370,2146,2654,2365
gene-YKL080W,935,869,1031,943
gene-YKL081W,4302,4661,4314,3978
gene-YKL082C,14107,13846,11316,11178
gene-YKL084W,192,170,203,195
gene-YKL085W,1075,1045,1063,978
gene-YKL086W,733,839,1506,1671
gene-YKL087C,1673,1601,2281,2332
gene-YKL088W,3455,3360,3473,3048
gene-YKL089W,1492,1437,1597,1496
gene-YKL090W,221,210,196,199
gene-YKL091C,365,324,405,368
gene-YKL092C,1678,1649,2208,1913
gene-YKL093W,32,19,21,24
gene-YKL094W,1774,1630,1904,1671
gene-YKL095W,798,759,872,758
gene-YKL096C-B,2,3,3,2
gene-YKL096W,638,631,1943,1329
gene-YKL096W-A,9199,7004,6893,4961
gene-YKL097C,0,0,0,2
gene-YKL098W,432,405,332,368
gene-YKL099C,1082,1108,832,686
gene-YKL100C,780,716,822,757
gene-YKL101W,6547,6634,9509,7578
gene-YKL102C,7,2,15,12
gene-YKL103C,2694,2209,3914,3445
gene-YKL104C,2156,1900,2965,2623
gene-YKL105C,3737,4185,4244,3496
gene-YKL106C-A,35,18,18,19
gene-YKL106W,693,673,673,579
gene-YKL107W,6,7,18,13
gene-YKL108W,730,718,875,809
gene-YKL109W,3394,3388,2023,1869
gene-YKL110C,717,728,643,663
gene-YKL112W,2320,1881,2750,2346
gene-YKL113C,1316,1106,1436,1443
gene-YKL114C,1070,1014,973,983
gene-YKL116C,508,488,575,534
gene-YKL117W,2423,2278,2368,2524
gene-YKL119C,749,608,692,705
gene-YKL120W,2637,2777,2151,1925
gene-YKL121W,463,527,378,331
gene-YKL122C,4844,4881,4728,4772
gene-YKL124W,933,1076,937,839
gene-YKL125W,1225,1048,915,880
gene-YKL126W,3137,3158,3714,3549
gene-YKL127W,453,538,641,544
gene-YKL128C,910,1079,905,897
gene-YKL129C,2872,2696,3272,2791
gene-YKL130C,362,350,277,298
gene-YKL132C,229,224,199,206
gene-YKL133C,156,133,154,153
gene-YKL134C,624,610,702,671
gene-YKL135C,1495,1394,1720,1475
gene-YKL137W,432,387,390,411
gene-YKL138C,863,821,828,888
gene-YKL138C-A,385,349,356,359
gene-YKL139W,1691,1582,1708,1624
gene-YKL140W,1103,1158,1145,1060
gene-YKL141W,920,792,812,756
gene-YKL142W,941,779,903,922
gene-YKL143W,1945,1829,1235,1247
gene-YKL144C,398,328,304,294
gene-YKL145W,5030,4320,5652,5304
gene-YKL146W,1293,1317,1356,1072
gene-YKL148C,522,591,592,583
gene-YKL149C,493,477,441,427
gene-YKL150W,582,531,524,487
gene-YKL151C,1145,1217,962,1056
gene-YKL152C,5629,5078,6350,6385
gene-YKL154W,686,658,847,831
gene-YKL155C,1768,1791,1894,1713
gene-YKL156W,4504,4458,5181,5058
gene-YKL157W,1308,1226,1517,1227
gene-YKL159C,325,295,285,307
gene-YKL160W,1486,1145,1271,1358
gene-YKL161C,102,111,287,193
gene-YKL162C,233,183,262,215
gene-YKL163W,18,11,18,12
gene-YKL164C,3881,3675,5406,4425
gene-YKL165C,777,693,834,738
gene-YKL166C,1038,1125,958,849
gene-YKL167C,268,275,272,317
gene-YKL168C,1889,1907,2052,1779
gene-YKL170W,825,735,785,777
gene-YKL171W,1852,1941,2152,1714
gene-YKL172W,8333,7797,6108,5823
gene-YKL173W,2262,2111,2341,2031
gene-YKL174C,445,364,391,383
gene-YKL175W,3963,2834,2539,2539
gene-YKL176C,1869,1704,1659,1347
gene-YKL178C,1626,1291,1881,1614
gene-YKL179C,2612,2533,2925,2756
gene-YKL180W,1626,1759,1721,1653
gene-YKL181W,2817,2265,2440,2652
gene-YKL182W,15184,17008,11052,9268
gene-YKL183C-A,1,0,0,1
gene-YKL183W,472,500,463,390
gene-YKL184W,940,964,987,864
gene-YKL185W,4218,4124,4688,3931
gene-YKL186C,1919,1670,1670,1816
gene-YKL187C,129,139,172,134
gene-YKL188C,397,417,457,410
gene-YKL189W,248,269,250,284
gene-YKL190W,1132,1031,1098,1147
gene-YKL191W,790,801,649,575
gene-YKL192C,1333,1395,1398,1343
gene-YKL193C,386,404,435,387
gene-YKL194C,252,241,316,272
gene-YKL195W,4836,5097,5639,5443
gene-YKL196C,2294,2337,2498,2599
gene-YKL197C,1336,1502,1433,1346
gene-YKL198C,4118,4018,4708,4045
gene-YKL201C,1818,1806,1913,1703
gene-YKL203C,3006,3070,3574,3282
gene-YKL204W,5652,5371,5854,5010
gene-YKL205W,1035,1060,1161,1045
gene-YKL206C,453,522,488,552
gene-YKL207W,1005,833,903,995
gene-YKL208W,227,182,183,158
gene-YKL209C,360,354,483,396
gene-YKL210W,4735,5009,6212,4790
gene-YKL211C,1270,1391,1199,1166
gene-YKL212W,1502,1475,1737,1509
gene-YKL213C,2207,1856,2329,2093
gene-YKL214C,293,271,305,295
gene-YKL215C,1519,1463,1721,1543
gene-YKL216W,4090,3756,4361,4340
gene-YKL217W,26,29,22,19
gene-YKL218C,258,290,313,317
gene-YKL219W,107,108,110,117
gene-YKL220C,230,136,166,141
gene-YKL221W,1,2,8,9
gene-YKL222C,476,450,489,455
gene-YKL224C,0,0,0,0
gene-YKR001C,1959,1858,2247,2023
gene-YKR002W,1725,1537,1907,1677
gene-YKR003W,622,556,727,658
gene-YKR004C,576,497,377,391
gene-YKR005C,48,49,39,19
gene-YKR006C,879,824,918,866
gene-YKR007W,1497,1293,1441,1592
gene-YKR008W,3753,3522,3853,3351
gene-YKR009C,187,214,181,159
gene-YKR010C,1431,1351,1224,984
gene-YKR011C,981,861,1308,1246
gene-YKR013W,2671,2627,3471,2873
gene-YKR014C,2089,2119,2071,2100
gene-YKR015C,7,7,2,5
gene-YKR016W,1703,1548,1636,1421
gene-YKR017C,370,329,399,426
gene-YKR018C,1584,1564,1576,1318
gene-YKR019C,581,593,528,504
gene-YKR020W,899,820,897,921
gene-YKR021W,1825,1750,1755,1516
gene-YKR022C,693,550,649,620
gene-YKR023W,1589,1460,1518,1425
gene-YKR024C,2618,2664,1899,1812
gene-YKR025W,854,834,722,800
gene-YKR026C,1403,1456,1450,1285
gene-YKR027W,618,592,632,628
gene-YKR028W,3606,3322,3858,3386
gene-YKR029C,1525,1528,1528,1416
gene-YKR030W,654,643,702,643
gene-YKR031C,4458,4043,4581,3970
gene-YKR032W,0,0,0,0
gene-YKR034W,6,6,4,7
gene-YKR035W-A,1021,903,837,1032
gene-YKR036C,958,924,831,857
gene-YKR037C,785,769,739,738
gene-YKR038C,1375,1352,1462,1324
gene-YKR039W,617,716,775,681
gene-YKR041W,151,154,165,132
gene-YKR042W,13360,12463,13172,10313
gene-YKR043C,1674,1930,1724,1752
gene-YKR044W,610,627,553,431
gene-YKR045C,914,828,713,714
gene-YKR046C,263,262,322,243
gene-YKR048C,3087,3775,2874,2520
gene-YKR049C,200,231,151,131
gene-YKR050W,719,852,694,505
gene-YKR051W,297,263,310,293
gene-YKR052C,1350,1083,1284,1269
gene-YKR053C,54,46,34,31
gene-YKR054C,4560,4569,5315,4822
gene-YKR055W,419,368,397,322
gene-YKR056W,1595,1509,1217,1105
gene-YKR057W,274,235,266,289
gene-YKR058W,717,848,664,658
gene-YKR059W,638,594,619,636
gene-YKR060W,2154,2079,1768,1838
gene-YKR061W,996,985,1637,1437
gene-YKR062W,952,757,942,874
gene-YKR063C,2019,1899,1976,1978
gene-YKR064W,1210,1067,1287,1162
gene-YKR065C,344,321,286,307
gene-YKR066C,2405,2812,5489,5406
gene-YKR067W,1727,1750,2093,1798
gene-YKR068C,1236,1068,1258,1418
gene-YKR069W,286,247,373,366
gene-YKR070W,281,232,331,241
gene-YKR071C,3435,3195,4165,4056
gene-YKR072C,4046,4129,3725,3657
gene-YKR073C,48,37,51,43
gene-YKR074W,480,699,601,512
gene-YKR075C,785,784,531,460
gene-YKR076W,1238,1083,2097,1832
gene-YKR077W,943,883,1315,1044
gene-YKR078W,1016,980,902,831
gene-YKR079C,1178,1173,1031,973
gene-YKR080W,501,473,354,366
gene-YKR081C,1226,1197,948,853
gene-YKR082W,2262,2088,2480,2170
gene-YKR083C,633,559,672,635
gene-YKR084C,1473,1532,1303,1251
gene-YKR085C,550,516,493,523
gene-YKR086W,1524,1427,1533,1358
gene-YKR087C,659,742,674,645
gene-YKR088C,378,361,371,297
gene-YKR089C,3370,3336,3656,3246
gene-YKR090W,1772,1733,2102,1827
gene-YKR091W,550,535,1314,1094
gene-YKR092C,1799,1628,1502,1311
gene-YKR093W,1031,1239,473,519
gene-YKR094C,859,826,918,922
gene-YKR095W,8412,8177,9546,8540
gene-YKR095W-A,339,354,315,341
gene-YKR096W,4866,5190,5613,4640
gene-YKR097W,62,55,54,49
gene-YKR098C,564,547,525,424
gene-YKR099W,1957,2056,1591,1353
gene-YKR100C,1210,1086,1129,1078
gene-YKR101W,328,328,408,384
gene-YKR102W,52,65,70,50
gene-YKR103W,95,71,93,81
gene-YKR104W,14,14,14,21
gene-YKR105C,0,0,0,1
gene-YKR106W,68,72,35,31
gene-YLL001W,1327,1215,1541,1421
gene-YLL002W,216,227,311,285
gene-YLL003W,1053,1030,1232,1076
gene-YLL004W,295,335,339,322
gene-YLL005C,1,1,11,2
gene-YLL006W,319,272,323,322
gene-YLL006W-A,0,0,0,0
gene-YLL007C,375,382,357,296
gene-YLL008W,2909,2657,2173,2055
gene-YLL009C,964,890,966,991
gene-YLL010C,3343,3530,3557,2913
gene-YLL011W,1526,1577,1203,1163
gene-YLL012W,343,360,421,393
gene-YLL013C,7377,7590,8267,6172
gene-YLL014W,239,204,272,234
gene-YLL015W,882,831,1013,885
gene-YLL016W,370,300,312,274
gene-YLL017W,27,13,26,16
gene-YLL018C,3396,3140,3583,3348
gene-YLL018C-A,1037,970,838,815
gene-YLL019C,4145,4206,5139,3976
gene-YLL021W,5872,5719,6450,5774
gene-YLL022C,523,487,521,430
gene-YLL023C,521,600,477,421
gene-YLL024C,5048,4387,12364,10824
gene-YLL025W,7,13,11,5
gene-YLL026W,3383,3449,8877,8247
gene-YLL027W,1082,1297,1306,1128
gene-YLL028W,5496,5468,6043,5040
gene-YLL029W,4075,3658,4105,3797
gene-YLL030C,0,0,3,0
gene-YLL031C,2340,2149,2695,2301
gene-YLL032C,1768,1485,1679,1461
gene-YLL033W,77,61,85,83
gene-YLL034C,2403,2283,2039,1832
gene-YLL035W,767,797,724,617
gene-YLL036C,1040,963,1025,849
gene-YLL038C,1786,1499,1742,1555
gene-YLL039C,606,649,951,892
gene-YLL040C,3661,3398,4845,4091
gene-YLL041C,333,333,324,361
gene-YLL042C,20,9,14,11
gene-YLL043W,3354,3464,3520,3246
gene-YLL045C,1433,1181,1517,1573
gene-YLL046C,6,18,3,8
gene-YLL048C,2056,2077,1947,1656
gene-YLL049W,169,128,240,255
gene-YLL050C,443,369,458,454
gene-YLL051C,1687,1319,1751,1697
gene-YLL052C,25,19,12,5
gene-YLL053C,45,35,19,23
gene-YLL054C,787,689,923,786
gene-YLL055W,329,306,368,292
gene-YLL056C,32,52,70,50
gene-YLL057C,17,33,13,24
gene-YLL058W,543,612,674,591
gene-YLL060C,1781,1797,3064,3130
gene-YLL061W,73,68,301,208
gene-YLL062C,83,77,301,284
gene-YLL063C,243,248,276,239
gene-YLL064C,3,3,2,2
gene-YLL066C,2,3,3,1
gene-YLL066W-B,0,0,0,0
gene-YLL067C,4,2,2,2
gene-YLR001C,1398,1346,1675,1490
gene-YLR002C,1856,1950,1430,1298
gene-YLR003C,482,406,331,361
gene-YLR004C,12,7,10,10
gene-YLR005W,676,718,655,606
gene-YLR006C,1705,1692,1883,1625
gene-YLR007W,182,164,161,162
gene-YLR008C,569,502,582,616
gene-YLR009W,1646,1719,1343,1239
gene-YLR010C,44,55,46,58
gene-YLR011W,198,202,157,195
gene-YLR012C,0,0,1,1
gene-YLR013W,0,1,1,0
gene-YLR014C,448,446,362,331
gene-YLR015W,952,831,835,698
gene-YLR016C,222,215,196,218
gene-YLR017W,678,601,657,603
gene-YLR018C,1413,1230,1228,1281
gene-YLR019W,2901,2821,2753,2445
gene-YLR020C,626,606,669,609
gene-YLR021W,345,283,360,312
gene-YLR022C,1396,1376,1332,1223
gene-YLR023C,813,768,861,705
gene-YLR024C,1617,1762,2189,1946
gene-YLR025W,3729,3494,3699,3834
gene-YLR026C,3211,3239,2985,2843
gene-YLR027C,2173,1940,2662,2376
gene-YLR028C,1918,1793,2118,1943
gene-YLR029C,1934,2180,2474,2236
gene-YLR030W,19,27,15,23
gene-YLR031W,11,10,5,3
gene-YLR032W,1621,1312,1859,1636
gene-YLR033W,2071,1978,2222,2018
gene-YLR034C,1113,850,1091,1032
gene-YLR035C,1208,920,937,833
gene-YLR035C-A,6,5,4,5
gene-YLR036C,205,201,250,236
gene-YLR037C,17,18,28,13
gene-YLR038C,105,102,104,105
gene-YLR039C,1358,1249,1652,1510
gene-YLR040C,6012,5533,7177,5924
gene-YLR042C,99,97,195,144
gene-YLR043C,335,301,333,319
gene-YLR044C,11751,12797,17682,15880
gene-YLR045C,4035,3934,4147,3842
gene-YLR046C,123,133,119,122
gene-YLR047C,678,690,836,699
gene-YLR048W,1289,1251,1508,1355
gene-YLR049C,339,302,448,398
gene-YLR050C,32,18,37,47
gene-YLR051C,1471,1345,1121,1158
gene-YLR052W,1458,1267,1255,1189
gene-YLR053C,14,15,17,18
gene-YLR054C,46,30,24,30
gene-YLR055C,2990,3431,2691,2598
gene-YLR056W,1227,1161,1271,1318
gene-YLR057W,1245,1149,1250,1138
gene-YLR058C,3270,2997,2705,2370
gene-YLR059C,1008,1000,925,723
gene-YLR060W,4747,4465,4812,4421
gene-YLR061W,1026,817,951,980
gene-YLR063W,211,212,158,135
gene-YLR064W,527,424,747,758
gene-YLR065C,667,534,557,617
gene-YLR066W,210,209,227,184
gene-YLR067C,812,812,884,744
gene-YLR068W,1563,1611,1144,1142
gene-YLR069C,2167,2295,2087,1817
gene-YLR070C,37,38,33,36
gene-YLR071C,2695,2596,2950,2544
gene-YLR072W,1104,1075,1232,1074
gene-YLR073C,518,489,449,369
gene-YLR074C,1377,1275,954,987
gene-YLR075W,4087,4048,4504,4582
gene-YLR077W,1107,1016,1049,1021
gene-YLR078C,530,419,520,477
gene-YLR079W,2744,2697,2881,2769
gene-YLR080W,279,190,294,250
gene-YLR081W,5,7,3,5
gene-YLR082C,456,444,469,421
gene-YLR083C,1123,1157,1159,1042
gene-YLR084C,2446,2296,3150,2760
gene-YLR085C,783,753,743,700
gene-YLR086W,4062,4001,4578,4076
gene-YLR087C,2198,2106,2278,1919
gene-YLR088W,658,701,699,655
gene-YLR089C,1199,1020,1314,1167
gene-YLR090W,1170,1146,1192,950
gene-YLR091W,526,498,450,430
gene-YLR092W,274,270,568,415
gene-YLR093C,845,811,962,884
gene-YLR094C,2065,2268,2188,1856
gene-YLR095C,5277,5186,5391,4648
gene-YLR096W,4757,5180,5019,3941
gene-YLR097C,345,300,302,292
gene-YLR098C,572,599,647,507
gene-YLR099C,423,407,340,309
gene-YLR099W-A,157,136,98,122
gene-YLR100W,765,598,782,681
gene-YLR102C,695,746,730,767
gene-YLR103C,660,663,910,801
gene-YLR104W,490,454,525,536
gene-YLR105C,362,350,340,295
gene-YLR106C,20471,21538,11700,11422
gene-YLR107W,419,474,447,383
gene-YLR108C,9494,8302,9706,9013
gene-YLR109W,26224,21706,28405,29626
gene-YLR110C,6053,5366,6141,5782
gene-YLR111W,4,5,1,2
gene-YLR112W,147,189,168,161
gene-YLR113W,997,973,1099,1066
gene-YLR114C,3568,3668,3764,3187
gene-YLR115W,1557,1683,2021,1667
gene-YLR116W,1598,1727,1504,1290
gene-YLR117C,2487,2408,2191,2110
gene-YLR118C,282,244,256,267
gene-YLR119W,592,573,481,537
gene-YLR120C,1510,1542,1795,1557
gene-YLR121C,305,361,350,270
gene-YLR122C,13,25,26,24
gene-YLR125W,95,92,89,73
gene-YLR126C,201,125,165,175
gene-YLR127C,505,459,531,466
gene-YLR128W,173,173,222,183
gene-YLR129W,5415,5433,4689,4153
gene-YLR130C,708,769,1590,1497
gene-YLR131C,2955,2848,2460,2198
gene-YLR132C,2587,2658,1985,1775
gene-YLR133W,3834,3664,2814,2267
gene-YLR134W,94,132,97,73
gene-YLR135W,1055,989,1198,1078
gene-YLR136C,3296,1291,2164,2523
gene-YLR137W,264,270,361,344
gene-YLR138W,2710,2748,2503,2294
gene-YLR139C,3277,3203,3216,2519
gene-YLR141W,362,276,301,351
gene-YLR142W,123,126,92,107
gene-YLR143W,971,958,985,957
gene-YLR144C,719,712,882,742
gene-YLR145W,614,527,490,541
gene-YLR146C,177,161,168,143
gene-YLR146W-A,174,131,150,148
gene-YLR147C,1142,1016,950,1030
gene-YLR148W,1078,982,1138,1048
gene-YLR149C,493,467,612,449
gene-YLR150W,4105,3339,4233,3994
gene-YLR151C,301,270,339,321
gene-YLR152C,242,199,210,188
gene-YLR153C,1486,1548,1540,1290
gene-YLR154C,229,211,246,284
gene-YLR154C-G,0,0,0,0
gene-YLR154C-H,0,0,0,0
gene-YLR154W-C,1,0,2,1
gene-YLR155C,0,0,0,0
gene-YLR156C-A,0,0,0,0
gene-YLR156W,0,0,0,0
gene-YLR157C,0,0,0,0
gene-YLR157C-A,0,0,0,0
gene-YLR157C-B,7,9,8,5
gene-YLR157C-C,0,0,0,0
gene-YLR157W-D,0,0,0,0
gene-YLR157W-E,0,0,0,0
gene-YLR158C,0,0,0,0
gene-YLR159C-A,0,0,0,0
gene-YLR159W,0,0,0,0
gene-YLR160C,0,0,0,0
gene-YLR161W,0,0,0,0
gene-YLR162W,1,0,0,0
gene-YLR162W-A,0,0,0,0
gene-YLR163C,1388,1239,1588,1445
gene-YLR164W,107,79,135,123
gene-YLR165C,670,636,661,652
gene-YLR166C,1086,831,1143,1039
gene-YLR167W,1530,1391,1585,1766
gene-YLR168C,541,545,371,340
gene-YLR170C,1081,911,941,987
gene-YLR172C,590,539,396,405
gene-YLR173W,685,758,549,533
gene-YLR174W,85,77,62,76
gene-YLR175W,3808,4026,3253,3072
gene-YLR176C,2313,2303,3061,2484
gene-YLR177W,1271,1305,1236,1097
gene-YLR178C,117,85,140,106
gene-YLR179C,523,509,606,566
gene-YLR180W,1006,987,1415,1190
gene-YLR181C,840,732,965,889
gene-YLR182W,3535,3389,3856,3468
gene-YLR183C,562,595,727,680
gene-YLR185W,1149,1108,1254,1265
